month,Solid Ice Discharge,Liquid Runoff Ice Sheet,Liquid Runoff Tundra,Liquid Runoff Ice Caps,Precipitation Fjords
1,83.65473573647238,1.981331630069944,1.6952695270511144,0.5290196586020283,12.13964344780454
2,85.3633302143972,1.7656066935044532,1.0832393567159362,0.46948619384775353,11.318337541534666
3,86.16396967752434,1.971168364127241,1.2452673622319486,0.5465187127095583,10.073075883406919
4,81.09030515017459,2.865529789115693,3.8813524908446353,1.0190974671762059,11.143715102688876
5,69.91270316204945,6.952440356486422,13.255331874182708,2.530535079224144,7.34898952805728
6,41.35853298670812,23.84484593732154,21.942297195613232,9.996126480577542,2.858197399779572
7,26.657097868561667,41.10083623351651,15.869254005363212,15.322977433366326,1.0498344591922986
8,30.97110793993338,40.00050015124799,12.421155194515693,14.990432165492656,1.6168045488102918
9,56.34012652117324,19.182857396548428,9.166701069754678,9.495049455248202,5.815265557275451
10,80.67632878477292,3.967999572618741,5.010709963030028,1.525173396976443,8.819788282601863
11,82.75710958737893,2.1776696016601123,3.1249663426370486,0.5875574072662765,11.352697061057627
12,85.89243007480843,2.1792180122020635,2.2943433557610184,0.575565156510235,9.058443400718243
