month,Solid Ice Discharge,Liquid Runoff Ice Sheet,Liquid Runoff Tundra,Liquid Runoff Ice Caps,Precipitation Fjords
1,99.16518842090699,0.07835849352920969,0.06208743652683696,0.0028362462955298967,0.6915294027414486
2,99.33794860157631,0.06691197139905442,0.021483698505747547,0.002059242884096963,0.5715964856347784
3,98.99048603852417,0.07373619902069072,0.05069123509976823,0.002469682161665828,0.8826168451937165
4,97.7834638280945,0.09638576874797852,0.45847299354909077,0.002850896274794187,1.6588265133336417
5,91.04351124479956,0.7362634084842054,6.900737735034246,0.011338474638160772,1.3081491370438303
6,59.352736749402055,27.7942980641466,10.161993072929654,1.3595702428249776,1.3314018706967123
7,27.229070255687148,62.43462475699438,4.5358569792998775,4.985424749205926,0.8150232588126551
8,39.734405263914915,50.386818733225844,4.531747982654332,3.5246753964364093,1.8223526237684948
9,86.67929175575283,8.105211470330275,2.6593887965867675,0.23952547858404363,2.316582498746079
10,95.44276067413614,0.17486798395821027,1.2413133101768565,0.0050895171684878565,3.1359685145603002
11,97.3928079076684,0.08836952216176651,0.4764717425887162,0.002711294958237714,2.039639532622876
12,98.17605286213531,0.08297400376970773,0.19712311542770308,0.0026099711896161943,1.5412400474776655
